entity_id,month,emi_due,emi_paid,dpd,bounce_flag,utilization_pct,overdue_amount
IT_SERVICES,-23,28274.11,28274.11,0,0,26.3,0.0
IT_SERVICES,-22,28624.52,28624.52,0,0,26.6,0.0
IT_SERVICES,-21,37820.23,37820.23,0,0,35.2,0.0
IT_SERVICES,-20,26456.89,26456.89,0,0,24.6,0.0
IT_SERVICES,-19,19644.1,19644.1,0,0,18.3,0.0
IT_SERVICES,-18,18600.78,18600.78,0,0,17.3,0.0
IT_SERVICES,-17,27336.22,27336.22,0,0,25.4,0.0
IT_SERVICES,-16,24444.53,24444.53,0,0,22.7,0.0
IT_SERVICES,-15,32878.51,32878.51,0,0,30.6,0.0
IT_SERVICES,-14,30166.03,30166.03,0,0,28.0,0.0
IT_SERVICES,-13,25487.15,25487.15,0,0,23.7,0.0
IT_SERVICES,-12,23782.97,23782.97,0,0,22.1,0.0
IT_SERVICES,-11,23213.37,23213.37,0,0,21.6,0.0
IT_SERVICES,-10,21277.2,21277.2,0,0,19.8,0.0
IT_SERVICES,-9,32063.79,32063.79,0,0,29.8,0.0
IT_SERVICES,-8,28818.64,28818.64,0,0,26.8,0.0
IT_SERVICES,-7,26162.93,26162.93,0,0,24.3,0.0
IT_SERVICES,-6,28977.21,28977.21,0,0,26.9,0.0
IT_SERVICES,-5,23320.72,23320.72,0,0,21.7,0.0
IT_SERVICES,-4,20829.66,20829.66,0,0,19.4,0.0
IT_SERVICES,-3,27383.54,27383.54,0,0,25.5,0.0
IT_SERVICES,-2,29464.68,29464.68,0,0,27.4,0.0
IT_SERVICES,-1,34569.83,34569.83,0,0,32.1,0.0
IT_SERVICES,0,32536.13,32536.13,0,0,30.2,0.0
AUTO_COMPONENTS,-23,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-22,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-21,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-20,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-19,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-18,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-17,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-16,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-15,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-14,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-13,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-12,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-11,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-10,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-9,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-8,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-7,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-6,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-5,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-4,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-3,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-2,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,-1,559533.93,559533.93,0,0,,0.0
AUTO_COMPONENTS,0,559533.93,559533.93,0,0,,0.0
LOGISTICS,-23,47341.91,47341.91,0,0,29.5,0.0
LOGISTICS,-22,48091.98,48091.98,0,0,30.0,0.0
LOGISTICS,-21,42983.62,42983.62,0,0,26.8,0.0
LOGISTICS,-20,45379.46,45379.46,0,0,28.3,0.0
LOGISTICS,-19,46835.33,46835.33,0,0,29.2,0.0
LOGISTICS,-18,44587.23,44587.23,0,0,27.8,0.0
LOGISTICS,-17,41515.27,41515.27,0,0,25.9,0.0
LOGISTICS,-16,49458.43,49458.43,0,0,30.8,0.0
LOGISTICS,-15,52804.75,52804.75,0,0,32.9,0.0
LOGISTICS,-14,51802.23,51802.23,0,0,32.3,0.0
LOGISTICS,-13,45393.16,45393.16,0,0,28.3,0.0
LOGISTICS,-12,37606.86,37606.86,0,0,23.4,0.0
LOGISTICS,-11,37107.0,37107.0,0,0,23.1,0.0
LOGISTICS,-10,35323.0,35323.0,0,0,22.0,0.0
LOGISTICS,-9,43703.07,43703.07,0,0,27.2,0.0
LOGISTICS,-8,54095.66,54095.66,0,0,33.7,0.0
LOGISTICS,-7,53304.65,53304.65,0,0,33.2,0.0
LOGISTICS,-6,39790.67,39790.67,0,0,24.8,0.0
LOGISTICS,-5,34150.34,34150.34,0,0,21.3,0.0
LOGISTICS,-4,35309.52,35309.52,0,0,22.0,0.0
LOGISTICS,-3,45381.11,45381.11,0,0,28.3,0.0
LOGISTICS,-2,47578.6,47578.6,0,0,29.6,0.0
LOGISTICS,-1,48588.46,48588.46,0,0,30.3,0.0
LOGISTICS,0,58382.11,58382.11,0,0,36.4,0.0
E20261703,-23,1805.52,1805.52,0,0,,0.0
E20261703,-22,1805.52,1805.52,0,0,,0.0
E20261703,-21,1805.52,1805.52,0,0,,0.0
E20261703,-20,1805.52,1805.52,0,0,,0.0
E20261703,-19,1805.52,1805.52,0,0,,0.0
E20261703,-18,1805.52,1805.52,0,0,,0.0
E20261703,-17,1805.52,1805.52,0,0,,0.0
E20261703,-16,1805.52,1805.52,0,0,,0.0
E20261703,-15,1805.52,1805.52,0,0,,0.0
E20261703,-14,1805.52,1805.52,0,0,,0.0
E20261703,-13,1805.52,1805.52,0,0,,0.0
E20261703,-12,1805.52,1805.52,0,0,,0.0
E20261703,-11,1805.52,1805.52,0,0,,0.0
E20261703,-10,1805.52,1805.52,0,0,,0.0
E20261703,-9,1805.52,1805.52,0,0,,0.0
E20261703,-8,1805.52,1805.52,0,0,,0.0
E20261703,-7,1805.52,1805.52,0,0,,0.0
E20261703,-6,1805.52,1805.52,0,0,,0.0
E20261703,-5,1805.52,1805.52,0,0,,0.0
E20261703,-4,1805.52,1805.52,0,0,,0.0
E20261703,-3,1805.52,1805.52,0,0,,0.0
E20261703,-2,1805.52,1805.52,0,0,,0.0
E20261703,-1,1805.52,1805.52,0,0,,0.0
E20261703,0,1805.52,1805.52,0,0,,0.0
E20261704,-23,314626.76,314626.76,0,0,,0.0
E20261704,-22,314626.76,314626.76,0,0,,0.0
E20261704,-21,314626.76,314626.76,0,0,,0.0
E20261704,-20,314626.76,314626.76,0,0,,0.0
E20261704,-19,314626.76,314626.76,0,0,,0.0
E20261704,-18,314626.76,314626.76,0,0,,0.0
E20261704,-17,314626.76,314626.76,0,0,,0.0
E20261704,-16,314626.76,314626.76,0,0,,0.0
E20261704,-15,314626.76,314626.76,0,0,,0.0
E20261704,-14,314626.76,314626.76,0,0,,0.0
E20261704,-13,314626.76,314626.76,0,0,,0.0
E20261704,-12,314626.76,314626.76,0,0,,0.0
E20261704,-11,314626.76,314626.76,0,0,,0.0
E20261704,-10,314626.76,314626.76,0,0,,0.0
E20261704,-9,314626.76,314626.76,0,0,,0.0
E20261704,-8,314626.76,314626.76,0,0,,0.0
E20261704,-7,314626.76,314626.76,0,0,,0.0
E20261704,-6,314626.76,314626.76,0,0,,0.0
E20261704,-5,314626.76,314626.76,0,0,,0.0
E20261704,-4,314626.76,314626.76,0,0,,0.0
E20261704,-3,314626.76,314626.76,0,0,,0.0
E20261704,-2,314626.76,314626.76,0,0,,0.0
E20261704,-1,314626.76,314626.76,0,0,,0.0
E20261704,0,314626.76,314626.76,0,0,,0.0
E20261705,-23,460.09,460.09,0,0,36.6,0.0
E20261705,-22,527.75,527.75,0,0,41.9,0.0
E20261705,-21,398.96,398.96,0,0,31.7,0.0
E20261705,-20,388.29,388.29,0,0,30.9,0.0
E20261705,-19,439.66,439.66,0,0,34.9,0.0
E20261705,-18,387.82,387.82,0,0,30.8,0.0
E20261705,-17,380.37,380.37,0,0,30.2,0.0
E20261705,-16,408.39,408.39,0,0,32.5,0.0
E20261705,-15,433.36,433.36,0,0,34.4,0.0
E20261705,-14,474.03,474.03,0,0,37.7,0.0
E20261705,-13,456.8,456.8,0,0,36.3,0.0
E20261705,-12,380.0,380.0,0,0,30.2,0.0
E20261705,-11,361.13,361.13,0,0,28.7,0.0
E20261705,-10,412.87,412.87,0,0,32.8,0.0
E20261705,-9,421.17,421.17,0,0,33.5,0.0
E20261705,-8,443.41,443.41,0,0,35.2,0.0
E20261705,-7,464.35,464.35,0,0,36.9,0.0
E20261705,-6,347.11,347.11,0,0,27.6,0.0
E20261705,-5,402.64,402.64,0,0,32.0,0.0
E20261705,-4,366.84,366.84,0,0,29.2,0.0
E20261705,-3,441.43,441.43,0,0,35.1,0.0
E20261705,-2,403.75,403.75,0,0,32.1,0.0
E20261705,-1,504.5,504.5,0,0,40.1,0.0
E20261705,0,480.72,480.72,0,0,38.2,0.0
E20261706,-23,18230.89,18230.89,0,0,,0.0
E20261706,-22,18230.89,18230.89,0,0,,0.0
E20261706,-21,18230.89,18230.89,0,0,,0.0
E20261706,-20,18230.89,18230.89,0,0,,0.0
E20261706,-19,18230.89,18230.89,0,0,,0.0
E20261706,-18,18230.89,18230.89,0,0,,0.0
E20261706,-17,18230.89,18230.89,0,0,,0.0
E20261706,-16,18230.89,18230.89,0,0,,0.0
E20261706,-15,18230.89,18230.89,0,0,,0.0
E20261706,-14,18230.89,18230.89,0,0,,0.0
E20261706,-13,18230.89,18230.89,0,0,,0.0
E20261706,-12,18230.89,18230.89,0,0,,0.0
E20261706,-11,18230.89,18230.89,0,0,,0.0
E20261706,-10,18230.89,18230.89,0,0,,0.0
E20261706,-9,18230.89,18230.89,0,0,,0.0
E20261706,-8,18230.89,18230.89,0,0,,0.0
E20261706,-7,18230.89,18230.89,0,0,,0.0
E20261706,-6,18230.89,18230.89,0,0,,0.0
E20261706,-5,18230.89,18230.89,0,0,,0.0
E20261706,-4,18230.89,18230.89,0,0,,0.0
E20261706,-3,18230.89,18230.89,0,0,,0.0
E20261706,-2,18230.89,18230.89,0,0,,0.0
E20261706,-1,18230.89,18230.89,0,0,,0.0
E20261706,0,18230.89,18230.89,0,0,,0.0
E20261707,-23,48039.99,48039.99,0,0,,0.0
E20261707,-22,48039.99,48039.99,0,0,,0.0
E20261707,-21,48039.99,48039.99,0,0,,0.0
E20261707,-20,48039.99,48039.99,0,0,,0.0
E20261707,-19,48039.99,48039.99,0,0,,0.0
E20261707,-18,48039.99,48039.99,0,0,,0.0
E20261707,-17,48039.99,48039.99,0,0,,0.0
E20261707,-16,48039.99,48039.99,0,0,,0.0
E20261707,-15,48039.99,48039.99,0,0,,0.0
E20261707,-14,48039.99,48039.99,0,0,,0.0
E20261707,-13,48039.99,48039.99,0,0,,0.0
E20261707,-12,48039.99,48039.99,0,0,,0.0
E20261707,-11,48039.99,48039.99,0,0,,0.0
E20261707,-10,48039.99,48039.99,0,0,,0.0
E20261707,-9,48039.99,48039.99,0,0,,0.0
E20261707,-8,48039.99,48039.99,0,0,,0.0
E20261707,-7,48039.99,48039.99,0,0,,0.0
E20261707,-6,48039.99,48039.99,0,0,,0.0
E20261707,-5,48039.99,48039.99,0,0,,0.0
E20261707,-4,48039.99,48039.99,0,0,,0.0
E20261707,-3,48039.99,48039.99,0,0,,0.0
E20261707,-2,48039.99,48039.99,0,0,,0.0
E20261707,-1,48039.99,48039.99,0,0,,0.0
E20261707,0,48039.99,48039.99,0,0,,0.0
E20261708,-23,7768.77,7768.77,0,0,51.2,0.0
E20261708,-22,8694.76,8694.76,0,0,57.4,0.0
E20261708,-21,7299.63,7299.63,0,0,48.2,0.0
E20261708,-20,7178.23,7178.23,0,0,47.3,0.0
E20261708,-19,7461.9,7461.9,0,0,49.2,0.0
E20261708,-18,7546.0,7546.0,0,0,49.8,0.0
E20261708,-17,7514.4,7514.4,0,0,49.6,0.0
E20261708,-16,7714.56,7714.56,0,0,50.9,0.0
E20261708,-15,7482.8,7482.8,0,0,49.4,0.0
E20261708,-14,8972.68,8972.68,0,0,59.2,0.0
E20261708,-13,7278.93,7278.93,0,0,48.0,0.0
E20261708,-12,6943.6,6943.6,0,0,45.8,0.0
E20261708,-11,6817.96,6817.96,0,0,45.0,0.0
E20261708,-10,7536.41,7536.41,0,0,49.7,0.0
E20261708,-9,7577.71,7577.71,0,0,50.0,0.0
E20261708,-8,8559.65,8559.65,0,0,56.5,0.0
